order_id,product_id,quantity,unit_price
O104798,P100679,3,263.58
O104798,P100523,1,26.32
O104798,P100536,3,378.92
O104799,P100342,3,30.91
O104799,P100707,3,67.26
O104799,P101911,3,35.54
O104800,P100284,3,488.6
O104800,P100010,3,379.53
O104800,P100220,3,196.02
O104800,P100558,1,42.18
O104801,P101197,1,234.75
O104801,P101634,2,365.53
O104801,P100597,1,352.07
O104801,P100122,3,172.86
O104801,P101362,1,481.99
O104802,P100981,3,353.92
O104802,P100330,3,273.09
O104802,P101861,1,255.86
O104803,P100147,1,277.95
O104803,P100843,2,226.47
O104803,P100655,3,373.61
O104804,P101432,3,288.54
O104804,P100365,2,217.26
O104805,P101900,3,105.73
O104805,P101735,2,446.83
O104805,P100053,3,248.25
O104805,P100928,2,351.94
O104805,P100566,1,181.54
O104806,P101902,3,338.03
O104806,P101684,3,233.26
O104807,P101081,3,452.76
O104807,P101281,1,206.97
O104807,P101665,2,103.37
O104807,P100362,1,293.91
O104808,P101326,3,37.85
O104808,P100312,2,465.83
O104808,P101575,2,287.59
O104808,P101916,2,419.82
O104808,P101596,3,242.64
O104809,P100003,1,375.62
O104809,P101560,2,141.67
O104809,P100031,3,336.27
O104809,P100505,2,449.79
O104810,P101701,3,297.38
O104811,P100153,2,439.06
O104812,P100482,1,100.14
O104812,P100277,3,372.01
O104813,P100489,2,179.95
O104813,P100003,3,391.51
O104814,P101839,3,180.59
O104814,P101563,2,220.97
O104814,P101127,2,321.61
O104815,P100406,2,176.11
O104815,P100283,1,22.62
O104815,P100662,1,114.78
O104816,P100015,1,436.47
O104817,P100689,2,125.64
O104817,P101654,2,50.94
O104818,P101876,1,332.38
O104818,P101855,1,290.79
O104818,P100205,2,112.59
O104819,P101030,1,130.3
O104819,P101104,3,240.47
O104819,P100288,2,169.85
O104819,P100404,1,287.9
O104820,P100036,3,57.67
O104820,P101259,1,171.67
O104821,P101416,3,400.45
O104821,P100155,2,293.2
O104821,P101311,2,336.07
O104822,P100884,2,63.56
O104822,P100821,2,184.38
O104822,P101857,3,153.62
O104822,P100170,3,291.42
O104823,P100345,1,117.62
O104823,P101308,1,356.56
O104823,P101805,2,200.28
O104824,P101047,3,49.79
O104824,P100382,3,65.71
O104824,P101561,3,176.58
O104825,P101220,2,287.31
O104825,P100897,2,290.39
O104825,P100491,3,456.31
O104826,P100244,3,240.54
O104826,P100000,3,438.31
O104827,P101955,2,341.0
O104828,P100401,3,456.26
O104828,P101511,3,318.01
O104829,P100083,1,455.17
O104829,P100942,3,429.47
O104829,P101809,2,115.9
O104830,P100219,2,452.64
O104831,P101299,1,397.74
O104831,P101332,2,277.77
O104831,P100517,1,234.84
O104831,P101383,2,278.01
O104832,P101287,2,325.74
O104832,P101901,2,259.45
O104832,P100342,2,33.73
O104832,P101495,1,14.77
O104832,P101789,2,287.73
O104833,P101401,2,354.64
O104833,P100415,2,151.1
O104833,P101043,3,239.4
O104834,P101251,2,196.41
O104834,P100626,2,440.64
O104834,P101752,1,218.77
O104834,P101052,2,119.61
O104835,P101827,1,385.76
O104836,P100451,1,330.93
O104836,P101586,3,287.14
O104837,P101943,1,67.33
O104837,P101699,2,408.18
O104837,P101312,2,219.02
O104837,P100991,1,216.88
O104837,P100788,1,431.99
O104838,P100579,3,195.43
O104838,P101106,2,307.05
O104838,P101504,2,128.34
O104838,P101947,1,292.72
O104838,P101513,1,482.51
O104839,P100579,3,213.79
O104839,P101996,3,131.64
O104839,P100059,2,190.72
O104839,P100376,1,407.86
O104839,P100938,3,86.2
O104840,P100146,2,131.21
O104840,P101542,1,290.78
O104840,P100778,2,95.23
O104840,P101916,2,408.41
O104841,P101802,1,355.33
O104841,P100690,2,219.85
O104841,P100094,3,234.52
O104841,P101631,1,173.21
O104841,P100030,1,167.03
O104842,P100584,3,376.9
O104842,P100988,3,416.88
O104843,P100160,1,281.35
O104844,P100435,1,274.77
O104844,P101331,1,229.93
O104844,P101788,3,339.35
O104844,P101965,2,169.05
O104845,P101438,1,196.47
O104845,P100285,3,426.88
O104845,P101950,1,341.24
O104846,P100403,1,450.27
O104846,P100496,2,350.3
O104847,P100455,1,79.31
O104847,P101264,3,8.28
O104848,P101431,1,294.22
O104849,P101193,2,103.25
O104849,P100961,1,48.82
O104849,P101354,2,145.84
O104849,P100899,3,342.39
O104849,P100798,2,364.47
O104850,P100503,2,371.66
O104850,P101129,3,214.91
O104851,P101214,2,325.02
O104851,P101552,2,385.75
O104852,P100523,3,26.52
O104852,P101042,2,417.99
O104852,P100554,1,148.18
O104853,P100317,1,420.0
O104853,P100132,2,207.81
O104853,P101993,3,467.69
O104853,P101657,3,148.98
O104854,P101203,3,264.96
O104855,P100103,1,396.71
O104855,P101052,1,111.65
O104856,P101554,1,119.28
O104857,P101888,3,372.15
O104857,P100245,2,200.78
O104858,P101444,3,343.84
O104858,P100154,3,367.44
O104858,P100897,3,293.35
O104858,P101828,1,413.82
O104858,P100691,1,75.9
O104859,P101170,2,225.7
O104859,P100578,2,319.49
O104859,P101788,1,332.85
O104860,P100340,3,455.29
O104860,P101331,1,212.24
O104860,P101065,2,127.22
O104860,P101330,2,252.47
O104860,P100228,2,439.36
O104861,P101212,1,386.0
O104861,P101969,2,132.33
O104861,P100559,1,344.83
O104861,P101077,2,265.33
O104862,P101934,3,268.2
O104863,P100271,1,414.35
O104863,P100401,2,413.53
O104864,P100988,3,409.58
O104864,P100156,1,43.24
O104864,P100841,1,44.22
O104865,P101230,2,151.67
O104865,P100668,1,314.55
O104865,P101796,3,306.33
O104866,P100171,2,218.94
O104866,P101009,3,14.09
O104866,P101636,1,231.28
O104867,P101463,2,207.52
O104867,P101024,2,41.33
O104867,P100217,1,290.37
O104868,P100120,1,14.52
O104868,P101817,1,337.41
O104868,P101328,1,294.38
O104868,P101067,3,250.56
O104868,P101403,1,412.7
O104869,P100752,3,336.03
O104869,P100247,1,146.73
O104869,P100786,1,279.04
O104869,P101568,3,240.59
O104869,P101822,2,252.07
O104870,P101989,2,235.64
O104870,P101044,3,57.31
O104870,P101606,2,82.1
O104870,P101101,1,177.61
O104870,P101419,1,69.57
O104871,P101663,1,363.41
O104871,P101673,2,447.12
O104872,P100927,1,151.88
O104872,P101194,1,352.26
O104873,P101138,2,452.58
O104873,P101049,3,138.61
O104873,P101962,1,394.33
O104873,P101748,3,53.68
O104873,P101954,3,455.97
O104874,P101371,2,78.42
O104874,P100712,1,444.49
O104874,P101675,3,9.32
O104874,P100971,1,75.15
O104875,P100062,1,419.77
O104875,P100337,1,178.87
O104875,P101442,1,376.42
O104875,P101717,3,76.67
O104875,P101288,1,276.54
O104876,P101511,1,316.07
O104876,P101556,2,331.41
O104876,P101161,2,160.92
O104877,P100607,1,184.7
O104877,P101152,2,270.31
O104877,P101187,1,41.99
O104877,P101904,1,375.98
O104877,P100859,3,280.1
O104878,P100463,1,235.05
O104878,P100014,1,271.19
O104878,P101266,2,48.14
O104878,P100177,1,324.78
O104878,P100439,1,103.0
O104879,P101759,2,318.43
O104879,P100008,2,324.69
O104879,P100217,2,306.66
O104879,P100823,3,86.56
O104880,P100636,3,257.65
O104880,P101867,1,280.71
O104880,P101994,1,186.85
O104880,P101069,2,336.52
O104881,P101573,3,191.47
O104881,P101813,1,185.91
O104881,P101094,2,147.92
O104882,P100286,1,171.52
O104882,P100521,2,202.06
O104882,P100757,2,358.78
O104882,P101892,2,217.41
O104882,P100944,1,265.87
O104883,P101598,3,459.89
O104883,P100401,3,457.17
O104884,P100052,3,147.28
O104884,P100152,2,322.66
O104885,P101196,3,347.92
O104885,P101949,1,69.81
O104885,P101435,1,445.84
O104886,P101831,3,65.06
O104887,P100114,3,60.0
O104887,P100867,3,301.2
O104887,P100497,2,7.93
O104887,P101428,3,379.84
O104888,P101179,1,62.41
O104888,P101051,2,60.32
O104888,P101889,3,188.38
O104888,P101646,2,90.01
O104888,P101595,2,141.01
O104889,P101693,1,255.42
O104890,P100795,2,43.36
O104890,P101857,3,154.99
O104890,P101393,2,20.12
O104891,P100859,2,262.09
O104891,P100938,1,92.29
O104891,P101683,1,358.96
O104891,P101919,2,217.39
O104892,P101410,3,254.73
O104892,P100691,3,72.32
O104892,P101160,1,245.95
O104892,P101166,2,444.9
O104892,P101207,1,358.8
O104893,P100373,2,183.14
O104893,P100694,1,75.68
O104893,P100862,1,291.17
O104893,P101456,3,165.51
O104894,P100384,2,419.15
O104894,P101243,3,119.22
O104895,P101096,1,378.85
O104895,P100855,1,308.12
O104895,P101376,3,450.77
O104896,P101516,1,80.13
O104896,P101677,2,370.17
O104896,P101953,1,244.62
O104896,P101234,3,307.87
O104896,P101106,2,310.32
O104897,P101415,3,9.16
O104898,P100448,3,348.37
O104898,P101692,1,224.29
O104899,P100574,1,223.77
O104900,P101909,2,46.27
O104900,P100633,3,295.75
O104900,P101344,3,358.97
O104900,P100032,1,67.97
O104901,P101793,2,170.19
O104902,P100303,2,73.28
O104903,P100076,3,156.52
O104903,P101640,3,153.98
O104903,P100665,3,371.32
O104903,P101397,2,366.27
O104904,P100014,2,275.08
O104904,P100808,3,213.02
O104904,P101592,3,433.3
O104904,P101864,1,210.11
O104904,P100395,3,296.28
O104905,P101086,3,6.91
O104905,P100272,2,393.52
O104905,P101943,2,62.3
O104906,P100796,2,434.92
O104906,P100972,1,40.94
O104907,P100651,1,411.59
O104907,P101466,3,458.87
O104907,P100612,3,64.44
O104907,P101410,2,271.82
O104908,P101750,2,328.05
O104908,P101295,3,200.59
O104908,P101105,3,368.62
O104909,P100197,3,271.61
O104909,P100671,1,489.73
O104909,P101540,2,210.78
O104910,P101623,3,483.89
O104911,P100691,2,68.63
O104911,P100880,1,74.13
O104911,P101725,3,76.57
O104911,P101521,3,146.37
O104912,P101091,3,234.94
O104912,P100789,2,406.34
O104912,P101211,3,11.73
O104912,P100051,1,241.96
O104912,P101175,1,32.14
O104913,P101076,2,52.95
O104913,P101886,2,315.17
O104914,P100611,1,377.6
O104915,P100566,3,190.23
O104915,P101617,3,161.98
O104916,P101130,3,142.08
O104916,P101359,1,465.4
O104917,P100034,2,325.8
O104917,P100638,2,191.31
O104917,P101407,3,83.16
O104918,P101721,2,163.15
O104918,P100378,1,234.28
O104918,P100332,2,328.05
O104919,P100097,3,308.7
O104919,P100023,1,271.84
O104920,P100634,2,180.58
O104920,P100580,1,22.0
O104920,P100365,1,232.05
O104921,P101772,3,334.99
O104922,P100792,3,134.21
O104922,P100997,2,388.65
O104922,P101362,1,449.86
O104922,P101848,2,78.62
O104922,P100006,3,381.59
O104923,P101250,3,145.95
O104923,P101296,3,287.92
O104923,P101678,3,207.1
O104923,P101687,2,464.34
O104923,P100858,1,394.88
O104924,P101176,2,313.1
O104924,P101540,1,214.98
O104924,P101720,2,186.14
O104924,P101985,1,441.63
O104924,P101419,2,68.05
O104925,P101487,3,44.71
O104926,P101078,1,157.9
O104926,P101552,3,412.41
O104927,P100765,1,166.92
O104927,P100112,2,194.47
O104927,P100150,2,98.07
O104928,P101392,1,118.09
O104928,P101858,2,263.07
O104928,P101834,1,268.59
O104928,P100888,1,309.51
O104929,P100044,1,327.48
O104929,P100653,3,314.83
O104930,P100434,3,429.99
O104930,P100656,1,344.66
O104930,P100240,3,325.51
O104930,P100979,3,247.27
O104930,P101517,1,217.88
O104931,P100378,1,240.78
O104931,P100443,1,190.12
O104931,P100571,3,457.59
O104931,P100395,1,290.22
O104932,P101825,2,333.21
O104932,P100861,2,181.83
O104932,P101892,2,227.41
O104932,P100794,3,58.29
O104933,P100567,1,270.03
O104933,P100601,3,18.27
O104934,P101330,3,248.39
O104934,P101991,3,67.19
O104934,P101817,2,324.0
O104934,P100975,3,211.47
O104935,P101624,2,31.24
O104935,P101385,3,211.07
O104935,P100761,2,101.97
O104935,P100750,1,80.15
O104936,P100367,2,6.51
O104936,P101162,1,384.45
O104936,P101102,3,212.98
O104936,P101336,3,266.42
O104936,P101951,2,360.78
O104937,P100295,1,33.52
O104937,P101004,1,416.76
O104937,P100177,3,319.29
O104938,P100805,1,229.46
O104938,P101284,1,76.58
O104938,P101146,2,409.97
O104938,P100903,2,271.28
O104938,P100834,1,36.73
O104939,P101953,1,245.48
O104940,P101099,2,386.51
O104940,P101954,1,469.2
O104940,P101789,3,287.78
O104940,P101983,1,153.3
O104940,P101366,3,267.85
O104941,P101371,2,75.93
O104941,P101463,2,214.58
O104941,P100357,1,120.54
O104941,P101439,1,183.38
O104941,P101723,2,348.58
O104942,P100826,1,423.13
O104942,P100142,2,149.2
O104942,P101580,2,266.4
O104943,P101477,2,467.6
O104943,P101580,1,266.85
O104943,P100175,1,412.01
O104943,P101827,1,385.19
O104943,P100478,3,9.32
O104944,P101027,3,222.58
O104944,P101276,1,430.6
O104944,P101701,3,300.95
O104944,P101042,2,416.92
O104944,P100221,3,424.79
O104945,P101654,1,53.75
O104945,P100209,2,310.14
O104945,P101569,3,421.21
O104945,P100485,3,84.59
O104946,P100219,3,459.43
O104947,P100376,2,380.76
O104947,P101511,1,324.55
O104948,P101959,2,153.18
O104948,P101409,3,372.25
O104948,P101231,2,313.64
O104948,P101149,2,492.81
O104949,P101883,2,225.89
O104949,P101112,1,69.79
O104950,P100325,2,305.35
O104950,P100169,1,117.35
O104951,P100102,1,161.76
O104951,P101529,2,86.67
O104951,P100105,1,372.17
O104951,P101997,3,93.67
O104951,P101994,3,175.26
O104952,P100737,2,442.57
O104952,P100505,2,441.58
O104952,P100443,1,183.76
O104953,P101809,3,106.27
O104953,P100260,3,428.09
O104954,P101125,3,137.29
O104955,P101188,3,353.83
O104955,P101277,3,385.77
O104955,P101203,3,263.27
O104955,P101073,2,402.69
O104956,P101664,2,235.52
O104956,P101182,2,370.97
O104956,P101045,2,107.3
O104956,P100874,1,137.18
O104956,P101844,3,264.4
O104957,P101280,1,54.87
O104958,P100803,3,430.13
O104958,P100712,3,470.59
O104958,P101258,3,61.48
O104959,P100777,2,309.23
O104960,P101174,2,228.55
O104961,P101994,1,184.7
O104961,P100301,2,343.83
O104962,P101028,3,123.09
O104962,P101208,3,187.25
O104962,P100548,2,450.96
O104963,P101859,1,346.65
O104963,P101490,3,400.6
O104963,P101631,1,178.06
O104963,P100087,3,177.93
O104964,P100626,3,429.78
O104964,P101161,1,161.87
O104964,P100188,3,214.5
O104964,P100283,1,21.45
O104965,P100698,3,154.72
O104966,P101321,3,402.67
O104966,P100160,1,291.74
O104967,P100065,2,132.9
O104967,P100221,3,430.95
O104967,P100679,1,283.33
O104968,P100016,1,30.45
O104968,P101760,2,267.33
O104968,P100761,1,99.82
O104968,P101537,1,403.16
O104969,P101974,3,415.52
O104969,P100974,1,228.3
O104970,P101043,3,223.57
O104970,P100329,2,377.86
O104970,P100525,3,27.08
O104970,P100557,3,46.48
O104971,P101673,1,434.99
O104972,P101115,3,338.82
O104972,P101660,2,438.35
O104973,P101963,2,411.77
O104973,P101529,2,86.19
O104973,P101101,1,163.69
O104973,P100865,3,29.74
O104974,P101233,3,423.14
O104974,P100304,1,46.97
O104974,P100190,1,58.74
O104975,P100305,2,110.79
O104976,P101929,3,405.13
O104976,P101064,1,472.09
O104976,P100344,3,433.68
O104977,P101112,1,70.76
O104977,P100261,2,392.73
O104977,P101357,2,249.5
O104977,P100119,2,263.67
O104978,P101440,3,198.08
O104978,P101473,3,313.06
O104978,P100381,2,93.39
O104978,P101459,2,284.8
O104978,P101691,2,307.67
O104979,P101973,2,81.1
O104979,P100472,1,109.98
O104979,P101545,3,195.63
O104979,P101639,3,393.5
O104979,P100431,1,73.03
O104980,P100611,1,392.88
O104980,P100605,2,381.11
O104981,P101814,1,182.38
O104981,P100572,2,240.92
O104981,P100760,3,428.35
O104981,P100203,1,31.84
O104982,P100393,2,205.23
O104983,P101031,3,266.73
O104983,P100774,1,430.0
O104983,P101423,2,362.14
O104984,P101005,3,369.76
O104984,P100316,2,70.46
O104985,P101527,1,401.14
O104986,P101599,2,159.98
O104986,P101903,3,489.66
O104986,P101120,1,466.3
O104986,P100890,2,51.25
O104986,P101824,3,318.95
O104987,P101974,2,398.38
O104987,P101328,3,290.96
O104987,P101185,3,154.4
O104987,P101491,3,161.38
O104987,P100239,3,15.52
O104988,P100451,3,336.99
O104988,P101456,1,155.99
O104988,P100293,1,382.59
O104989,P100352,1,388.2
O104990,P101807,3,87.92
O104991,P101967,1,441.79
O104992,P100366,1,347.05
O104992,P100735,1,50.37
O104993,P100087,3,171.48
O104993,P101179,3,59.35
O104994,P101083,3,234.38
O104995,P100869,2,272.64
O104995,P100915,1,127.65
O104995,P100031,1,330.95
O104996,P100371,2,476.87
O104996,P101688,2,486.7
O104996,P101257,3,395.02
O104996,P100249,2,287.9
O104996,P100090,2,255.74
O104997,P101507,2,285.1
O104998,P100747,2,207.4
O104998,P101595,1,133.57
O104998,P101941,1,416.94
O104998,P100040,1,175.95
O104998,P100713,1,436.22
O104999,P101842,2,208.56
O104999,P101684,1,217.12
O104999,P100948,1,408.36
O105000,P100316,2,75.08
O105000,P101353,2,361.04
O105000,P100526,3,125.3
O105001,P101837,2,418.97
O105001,P100851,2,175.89
O105001,P101583,3,486.48
O105001,P101499,3,353.11
O105002,P101754,1,265.01
O105002,P101462,3,234.93
O105002,P100035,1,385.93
O105002,P101710,1,479.72
O105002,P100224,1,59.93
O105003,P100538,1,284.78
O105003,P100555,2,423.89
O105003,P100035,2,358.96
O105003,P101662,1,207.86
O105004,P100301,2,364.41
O105004,P101928,3,432.02
O105005,P100457,2,246.83
O105005,P101578,1,20.5
O105006,P101783,1,183.0
O105006,P100550,2,442.18
O105007,P100565,1,451.86
O105007,P100829,2,317.25
O105007,P100863,2,374.16
O105008,P100073,1,328.99
O105009,P100176,1,242.77
O105009,P100780,1,179.55
O105009,P100549,2,137.08
O105009,P100488,3,110.91
O105009,P101954,1,491.91
O105010,P101361,3,191.76
O105010,P100114,1,57.51
O105010,P101205,3,365.61
O105010,P101973,1,81.25
O105010,P100655,3,376.86
O105011,P101384,3,377.87
O105011,P100038,3,318.05
O105011,P101020,2,326.74
O105012,P101939,3,160.61
O105013,P101902,1,339.29
O105013,P101129,1,229.82
O105013,P101005,1,393.99
O105013,P101100,2,246.38
O105013,P100794,3,62.09
O105014,P100033,1,64.82
O105014,P101292,3,93.87
O105014,P101037,2,67.4
O105015,P101746,1,130.39
O105015,P100632,1,46.54
O105015,P100329,2,388.72
O105016,P100928,1,328.66
O105016,P101764,2,190.54
O105016,P101722,2,125.02
O105017,P100096,2,143.47
O105018,P100090,2,252.36
O105018,P101483,3,130.23
O105018,P100376,2,391.78
O105018,P100161,3,433.13
O105019,P101798,2,249.39
O105019,P101327,2,352.78
O105020,P101739,3,291.43
O105020,P101441,3,455.98
O105020,P100889,3,11.19
O105020,P100237,3,117.62
O105021,P100021,3,421.98
O105021,P100786,2,301.41
O105021,P100205,1,121.61
O105021,P101760,3,258.56
O105022,P100265,1,435.5
O105022,P100984,2,231.28
O105022,P100623,1,255.21
O105022,P101656,1,145.34
O105022,P101009,2,14.32
O105023,P101415,2,9.35
O105023,P101961,2,308.51
O105024,P101027,3,216.93
O105024,P101185,1,152.72
O105025,P100245,3,192.19
O105025,P101324,2,133.51
O105025,P100446,2,77.77
O105025,P101350,2,11.5
O105026,P101917,2,457.24
O105026,P100347,1,31.61
O105026,P101657,3,153.26
O105026,P101174,3,220.97
O105027,P101082,1,309.72
O105027,P100405,2,324.55
O105027,P101359,3,454.74
O105028,P100754,2,299.11
O105028,P101953,1,247.1
O105028,P100593,3,134.39
O105028,P101754,1,271.55
O105029,P101726,1,77.96
O105029,P101141,3,25.17
O105029,P100174,3,33.51
O105030,P100902,3,426.77
O105030,P101916,2,418.2
O105031,P101036,1,213.4
O105031,P101017,3,418.09
O105031,P101282,1,66.45
O105031,P101960,3,290.05
O105032,P100182,2,421.73
O105032,P100176,2,240.79
O105032,P100192,1,79.54
O105032,P100582,1,211.44
O105032,P101974,2,434.94
O105033,P100135,2,450.25
O105033,P100931,2,250.68
O105033,P101283,3,365.19
O105033,P100557,3,48.04
O105034,P101622,1,433.42
O105035,P101795,1,353.75
O105036,P101707,3,266.7
O105037,P100565,3,457.49
O105038,P101875,1,312.3
O105038,P101488,1,75.33
O105038,P101578,3,20.35
O105039,P100727,3,261.97
O105040,P101188,1,335.19
O105041,P101923,1,411.26
O105041,P100511,3,81.82
O105041,P100861,2,178.89
O105041,P100154,3,359.0
O105042,P100873,3,451.9
O105042,P100202,2,28.82
O105042,P101301,3,469.33
O105043,P100422,2,345.51
O105043,P101271,2,135.89
O105044,P101905,3,161.06
O105045,P100596,3,386.13
O105046,P101235,1,144.47
O105047,P101543,1,230.66
O105047,P101614,1,299.44
O105047,P101069,1,362.93
O105047,P100769,2,122.36
O105047,P101160,2,240.14
O105048,P100775,3,292.01
O105048,P100277,2,355.29
O105048,P101399,3,408.33
O105048,P100788,3,457.51
O105048,P101728,3,475.71
O105049,P101780,2,406.1
O105049,P101382,3,156.32
O105049,P100869,3,294.1
O105049,P100727,2,269.69
O105050,P101897,3,152.73
O105050,P100760,3,439.33
O105050,P101359,2,449.7
O105051,P101004,2,423.74
O105051,P101416,3,430.09
O105051,P101283,3,363.15
O105051,P101848,2,76.58
O105052,P101074,1,18.66
O105052,P101497,1,131.23
O105052,P100481,1,467.53
O105052,P100571,2,448.05
O105053,P101897,3,152.5
O105054,P101021,3,46.14
O105054,P101671,2,35.27
O105054,P100914,1,105.79
O105054,P101115,2,319.94
O105055,P100006,3,386.47
O105055,P100736,1,242.38
O105055,P100941,1,383.16
O105055,P100509,1,446.76
O105056,P101052,2,119.25
O105056,P101195,1,356.51
O105056,P101040,3,155.27
O105057,P101462,3,251.03
O105057,P101205,3,370.97
O105058,P101591,2,269.56
O105058,P101549,1,183.1
O105058,P101070,3,170.78
O105059,P100898,3,251.75
O105060,P101705,3,361.51
O105061,P100854,1,191.76
O105062,P100708,3,76.08
O105063,P100601,3,17.87
O105063,P101692,2,231.77
O105063,P101740,2,383.29
O105064,P101989,2,236.43
O105064,P100813,2,275.38
O105064,P101440,2,198.57
O105064,P100324,2,416.9
O105064,P101292,2,101.52
O105065,P100490,2,396.2
O105065,P100765,3,182.35
O105065,P101986,3,31.99
O105065,P100855,1,312.24
O105066,P101974,2,404.4
O105066,P100022,3,336.71
O105066,P100335,3,26.36
O105066,P100116,1,279.02
O105067,P100292,1,299.59
O105067,P101747,2,246.8
O105068,P100129,3,109.49
O105069,P101046,2,155.2
O105070,P100014,2,286.65
O105071,P101172,3,433.73
O105071,P101823,1,287.82
O105071,P100160,3,306.76
O105071,P101127,3,349.55
O105071,P100306,1,241.04
O105072,P101137,3,369.02
O105073,P100641,1,344.46
O105074,P100788,1,458.54
O105074,P101298,1,113.49
O105074,P100604,1,490.82
O105075,P101841,3,174.55
O105075,P100180,2,152.47
O105075,P101933,2,23.44
O105075,P100671,1,490.31
O105076,P101962,1,407.3
O105076,P101912,2,161.64
O105077,P100849,2,343.24
O105078,P100714,3,404.35
O105079,P100048,3,384.59
O105079,P100409,1,311.26
O105080,P101042,2,417.72
O105080,P100111,2,161.71
O105080,P100536,1,380.92
O105081,P101735,3,440.71
O105081,P101160,1,237.08
O105081,P100473,2,241.06
O105082,P101652,2,322.71
O105083,P100874,3,141.6
O105083,P100982,2,427.63
O105083,P100202,1,26.96
O105083,P100632,2,44.28
O105083,P101941,2,436.43
O105084,P100562,3,355.11
O105084,P101680,2,405.64
O105084,P101878,1,185.39
O105084,P101369,2,288.88
O105085,P101505,1,114.35
O105085,P100567,1,269.49
O105085,P100775,1,283.49
O105086,P101456,2,160.86
O105086,P100827,2,72.6
O105086,P101851,1,9.2
O105086,P100933,1,369.04
O105086,P100612,3,63.56
O105087,P101772,1,338.85
O105088,P101541,1,398.03
O105088,P100543,2,312.79
O105088,P101500,3,330.8
O105089,P101640,1,164.2
O105089,P100742,1,178.84
O105089,P100194,2,283.48
O105089,P100489,3,181.41
O105089,P101929,1,411.82
O105090,P100260,2,422.64
O105090,P100450,1,231.79
O105090,P100877,2,353.03
O105090,P101608,1,447.06
O105091,P100345,3,114.87
O105091,P101175,3,29.51
O105091,P101046,3,168.67
O105091,P100433,1,102.37
O105091,P100875,1,372.29
O105092,P100230,3,248.28
O105092,P101891,3,205.4
O105092,P100549,2,130.06
O105092,P101011,3,439.55
O105092,P100921,2,222.04
O105093,P100894,1,464.46
O105093,P101658,1,426.07
O105093,P100288,3,175.0
O105093,P101775,1,206.97
O105093,P101937,3,325.65
O105094,P100509,3,457.01
O105095,P100168,2,367.36
O105095,P100884,1,67.92
O105096,P101757,2,333.47
O105096,P101471,2,245.19
O105096,P101429,3,121.0
O105096,P100558,3,43.38
O105096,P101865,3,68.32
O105097,P100212,2,277.85
O105097,P101362,2,451.49
O105097,P101705,2,356.96
O105098,P101364,3,161.06
O105098,P100158,3,445.8
O105098,P100594,2,178.76
O105098,P100329,1,375.16
O105098,P100768,1,229.07
O105099,P100434,3,418.05
O105100,P101318,3,269.11
O105100,P101825,3,323.88
O105100,P100899,1,313.27
O105101,P100445,1,308.63
O105101,P100516,1,38.22
O105102,P100927,3,157.18
O105102,P100804,3,226.5
O105103,P100697,2,34.28
O105103,P100701,1,389.85
O105104,P101927,3,456.46
O105104,P100711,3,275.91
O105104,P100528,2,381.68
O105104,P100184,2,150.73
O105105,P100559,2,328.83
O105105,P100704,2,51.8
O105106,P100791,3,114.58
O105107,P100444,1,208.46
O105107,P101294,1,35.49
O105107,P101711,2,345.71
O105108,P100568,3,219.83
O105108,P101181,3,47.35
O105109,P101543,3,225.67
O105110,P100920,2,141.61
O105110,P101657,2,147.11
O105110,P101468,3,44.92
O105110,P101523,2,291.64
O105110,P100056,2,404.36
O105111,P101621,3,268.67
O105111,P101445,2,477.22
O105111,P100383,1,434.45
O105112,P100908,1,150.05
O105112,P101773,2,440.18
O105112,P100974,1,228.17
O105112,P100512,3,18.17
O105113,P100239,2,14.49
O105113,P101062,3,486.24
O105113,P100486,1,322.63
O105113,P100870,3,95.76
O105114,P101761,3,174.96
O105115,P100359,1,360.68
O105115,P101313,3,105.5
O105115,P101216,3,88.96
O105115,P100373,1,188.36
O105115,P101188,1,331.31
O105116,P100008,3,324.7
O105117,P100560,1,280.37
O105117,P100707,3,63.1
O105117,P101156,1,99.21
O105117,P101494,1,303.86
O105117,P101594,3,289.82
O105118,P100023,1,272.11
O105118,P100046,1,108.67
O105118,P101871,1,88.08
O105118,P101224,3,326.55
O105118,P100278,2,395.35
O105119,P101998,3,312.72
O105119,P101843,3,151.25
O105119,P101615,3,136.39
O105119,P101513,3,455.64
O105119,P100433,1,97.68
O105120,P100475,1,380.06
O105121,P100100,3,380.77
O105121,P101328,2,280.57
O105121,P100065,1,132.08
O105122,P100213,2,195.01
O105122,P100710,1,360.3
O105122,P101110,2,154.61
O105122,P100780,1,176.99
O105122,P101824,3,324.21
O105123,P101683,3,359.8
O105123,P101381,1,190.5
O105123,P100239,2,14.35
O105124,P100287,3,202.08
O105124,P100853,2,94.94
O105125,P101973,3,85.69
O105126,P101979,3,204.39
O105126,P100574,1,225.14
O105126,P100905,1,222.05
O105126,P101193,1,97.67
O105127,P101705,3,363.32
O105127,P100508,2,418.48
O105127,P100704,3,52.27
O105128,P101545,1,179.01
O105129,P101179,2,60.28
O105129,P101067,3,233.83
O105129,P101556,1,345.27
O105129,P101155,3,332.07
O105129,P101107,3,30.07
O105130,P100152,2,333.57
O105130,P101924,3,309.52
O105130,P101657,3,152.19
O105130,P101412,2,226.54
O105131,P101554,2,122.85
O105131,P100167,3,316.46
O105131,P101375,3,83.77
O105131,P100091,2,431.72
O105131,P101229,1,218.89
O105132,P100475,2,354.88
O105133,P101668,1,254.32
O105133,P101278,1,131.71
O105133,P101911,2,34.59
