payment_id,order_id,amount,payment_method
PAY104415,O104415,433.25,cash
PAY104416,O104416,2097.75,cash
PAY104417,O104417,1134.88,card
PAY104418,O104418,2269.93,paypal
PAY104419,O104419,1607.29,paypal
PAY104420,O104420,1206.57,cash
PAY104421,O104421,3852.69,crypto
PAY104422,O104422,540.79,paypal
PAY104423,O104423,945.64,paypal
PAY104424,O104424,1570.95,cash
PAY104425,O104425,2289.18,cash
PAY104426,O104426,561.03,cash
PAY104427,O104427,2043.68,card
PAY104428,O104428,,cash
PAY104429,O104429,2024.3,crypto
PAY104430,O104430,933.54,crypto
PAY104431,O104431,1273.52,paypal
PAY104432,O104432,542.45,card
PAY104433,O104433,2998.05,paypal
PAY104434,O104434,746.86,card
PAY104435,O104435,1627.43,cash
PAY104436,O104436,1381.82,paypal
PAY104437,O104437,294.06,crypto
PAY104438,O104438,3192.39,card
PAY104439,O104439,2207.37,paypal
PAY104440,O104440,1425.03,crypto
PAY104441,O104441,823.58,crypto
PAY104442,O104442,3218.34,cash
PAY104443,O104443,730.62,card
PAY104444,O104444,521.58,paypal
PAY104445,O104445,2239.79,crypto
PAY104446,O104446,2107.49,card
PAY104447,O104447,1043.27,cash
PAY104448,O104448,372.14,card
PAY104449,O104449,1894.49,card
PAY104450,O104450,791.08,paypal
PAY104451,O104451,2452.07,card
PAY104452,O104452,2109.6,cash
PAY104453,O104453,1628.64,crypto
PAY104454,O104454,1110.09,paypal
PAY104455,O104455,1571.48,crypto
PAY104456,O104456,2890.07,card
PAY104457,O104457,1847.02,cash
PAY104458,O104458,1557.71,crypto
PAY104459,O104459,2163.6,cash
PAY104460,O104460,443.17,card
PAY104461,O104461,,card
PAY104462,O104462,888.65,crypto
PAY104463,O104463,1428.96,paypal
PAY104464,O104464,1082.44,cash
PAY104465,O104465,287.36,cash
PAY104466,O104466,2490.89,cash
PAY104467,O104467,239.66,card
PAY104468,O104468,1520.13,card
PAY104469,O104469,503.72,crypto
PAY104470,O104470,757.51,crypto
PAY104471,O104471,2019.19,card
PAY104472,O104472,,paypal
PAY104473,O104473,213.44,cash
PAY104474,O104474,2479.13,cash
PAY104475,O104475,300.27,card
PAY104476,O104476,311.53,paypal
PAY104477,O104477,828.92,paypal
PAY104478,O104478,1019.9,paypal
PAY104479,O104479,1841.47,paypal
PAY104480,O104480,420.16,paypal
PAY104481,O104481,1894.87,crypto
PAY104482,O104482,1408.16,card
PAY104483,O104483,1611.6,card
PAY104484,O104484,2359.59,card
PAY104485,O104485,593.66,cash
PAY104486,O104486,2090.6,paypal
PAY104487,O104487,1209.25,paypal
PAY104488,O104488,2080.48,cash
PAY104489,O104489,1793.08,paypal
PAY104490,O104490,2518.28,paypal
PAY104491,O104491,323.37,paypal
PAY104492,O104492,587.34,paypal
PAY104493,O104493,1743.34,paypal
PAY104494,O104494,1465.69,crypto
PAY104495,O104495,2320.94,card
PAY104496,O104496,3402.84,crypto
PAY104497,O104497,1927.37,paypal
PAY104498,O104498,882.86,card
PAY104499,O104499,1883.22,card
PAY104500,O104500,827.98,card
PAY104501,O104501,559.92,card
PAY104502,O104502,3607.19,cash
PAY104503,O104503,,card
PAY104504,O104504,454.74,cash
PAY104505,O104505,927.39,cash
PAY104506,O104506,920.84,card
PAY104507,O104507,916.84,paypal
PAY104508,O104508,99.22,paypal
PAY104509,O104509,2228.69,card
PAY104510,O104510,825.2,card
PAY104511,O104511,149.01,cash
PAY104512,O104512,330.66,crypto
PAY104513,O104513,2153.55,cash
PAY104514,O104514,1084.88,paypal
PAY104515,O104515,1577.68,crypto
PAY104516,O104516,1528.5,crypto
PAY104517,O104517,852.9,crypto
PAY104518,O104518,,cash
PAY104519,O104519,1431.11,cash
PAY104520,O104520,2574.28,card
PAY104521,O104521,1877.92,cash
PAY104522,O104522,610.33,cash
PAY104523,O104523,190.17,crypto
PAY104524,O104524,1015.8,crypto
PAY104525,O104525,1652.5,cash
PAY104526,O104526,822.88,paypal
PAY104527,O104527,1962.49,crypto
PAY104528,O104528,615.86,card
PAY104529,O104529,922.05,paypal
PAY104530,O104530,874.04,crypto
PAY104531,O104531,2204.02,card
PAY104532,O104532,1146.25,crypto
PAY104533,O104533,1242.93,card
PAY104534,O104534,1380.16,crypto
PAY104535,O104535,1816.02,crypto
PAY104536,O104536,2759.08,cash
PAY104537,O104537,219.19,paypal
PAY104538,O104538,786.22,paypal
PAY104539,O104539,1884.32,cash
PAY104540,O104540,,crypto
PAY104541,O104541,3636.36,paypal
PAY104542,O104542,2041.29,card
PAY104543,O104543,1613.45,card
PAY104544,O104544,485.88,crypto
PAY104545,O104545,22.12,crypto
PAY104546,O104546,,card
PAY104547,O104547,1355.41,crypto
PAY104548,O104548,402.18,cash
PAY104549,O104549,1075.92,paypal
PAY104550,O104550,2021.82,card
PAY104551,O104551,2541.39,cash
PAY104552,O104552,269.64,card
PAY104553,O104553,1862.67,card
PAY104554,O104554,,crypto
PAY104555,O104555,433.2,paypal
PAY104556,O104556,1112.33,cash
PAY104557,O104557,680.04,card
PAY104558,O104558,2050.39,card
PAY104559,O104559,520.6,crypto
PAY104560,O104560,3253.58,cash
PAY104561,O104561,2183.74,crypto
PAY104562,O104562,2195.17,crypto
PAY104563,O104563,1199.44,cash
PAY104564,O104564,877.68,paypal
PAY104565,O104565,,crypto
PAY104566,O104566,317.52,card
PAY104567,O104567,1734.43,paypal
PAY104568,O104568,1648.62,card
PAY104569,O104569,2252.83,paypal
PAY104570,O104570,1427.04,card
PAY104571,O104571,609.85,crypto
PAY104572,O104572,2392.18,crypto
PAY104573,O104573,804.02,crypto
PAY104574,O104574,1112.91,cash
PAY104575,O104575,2159.49,crypto
PAY104576,O104576,2122.98,paypal
PAY104577,O104577,2390.1,crypto
PAY104578,O104578,1536.35,cash
PAY104579,O104579,2070.79,card
PAY104580,O104580,2182.4,cash
PAY104581,O104581,1489.29,paypal
PAY104582,O104582,275.42,paypal
PAY104583,O104583,1470.7,cash
PAY104584,O104584,926.85,card
PAY104585,O104585,905.8,crypto
PAY104586,O104586,1333.37,paypal
PAY104587,O104587,3287.96,crypto
PAY104588,O104588,1845.32,card
PAY104589,O104589,1315.49,paypal
PAY104590,O104590,450.03,card
PAY104591,O104591,1288.53,card
PAY104592,O104592,940.41,cash
PAY104593,O104593,1963.07,card
PAY104594,O104594,943.86,paypal
PAY104595,O104595,2085.01,cash
PAY104596,O104596,959.76,paypal
PAY104597,O104597,2846.06,cash
PAY104598,O104598,1848.22,cash
PAY104599,O104599,1712.51,card
PAY104600,O104600,1135.0,card
PAY104601,O104601,212.73,crypto
PAY104602,O104602,851.94,paypal
PAY104603,O104603,412.43,paypal
PAY104604,O104604,2310.13,crypto
PAY104605,O104605,2602.5,card
PAY104606,O104606,2001.98,paypal
PAY104607,O104607,2235.53,paypal
PAY104608,O104608,369.21,card
PAY104609,O104609,1662.87,cash
PAY104610,O104610,1201.29,card
PAY104611,O104611,3792.05,crypto
PAY104612,O104612,2564.04,paypal
PAY104613,O104613,3085.16,cash
PAY104614,O104614,1086.77,crypto
PAY104615,O104615,1117.71,card
PAY104616,O104616,455.92,cash
PAY104617,O104617,389.0,paypal
PAY104618,O104618,2592.1,cash
PAY104619,O104619,2374.09,paypal
PAY104620,O104620,57.46,card
PAY104621,O104621,273.3,cash
PAY104622,O104622,1425.06,cash
PAY104623,O104623,1463.05,cash
PAY104624,O104624,3324.75,paypal
PAY104625,O104625,77.61,card
PAY104626,O104626,2106.38,card
PAY104627,O104627,28.54,paypal
PAY104628,O104628,1822.39,cash
PAY104629,O104629,2252.43,paypal
PAY104630,O104630,741.6,paypal
PAY104631,O104631,2551.36,crypto
PAY104632,O104632,3325.39,card
PAY104633,O104633,706.37,paypal
PAY104634,O104634,1737.67,cash
PAY104635,O104635,1925.02,paypal
PAY104636,O104636,75.84,paypal
PAY104637,O104637,1482.1,paypal
PAY104638,O104638,,cash
PAY104639,O104639,2140.86,crypto
PAY104640,O104640,,paypal
PAY104641,O104641,2343.02,card
PAY104642,O104642,1528.27,paypal
PAY104643,O104643,232.16,crypto
PAY104644,O104644,1833.67,paypal
PAY104645,O104645,1708.55,card
PAY104646,O104646,2564.8,crypto
PAY104647,O104647,653.97,card
PAY104648,O104648,2089.58,card
PAY104649,O104649,,card
PAY104650,O104650,1273.59,crypto
PAY104651,O104651,2602.5,crypto
PAY104652,O104652,2264.28,card
PAY104653,O104653,2430.81,card
PAY104654,O104654,2001.78,cash
PAY104655,O104655,1958.05,crypto
PAY104656,O104656,935.25,paypal
PAY104657,O104657,1545.02,crypto
PAY104658,O104658,2261.16,cash
PAY104659,O104659,1973.85,cash
PAY104660,O104660,263.02,card
PAY104661,O104661,1477.03,crypto
PAY104662,O104662,1231.1,paypal
PAY104663,O104663,2587.47,crypto
PAY104664,O104664,1174.8,cash
PAY104665,O104665,2291.75,paypal
PAY104666,O104666,2818.59,paypal
PAY104667,O104667,3015.86,card
PAY104668,O104668,1322.12,crypto
PAY104669,O104669,1063.25,crypto
PAY104670,O104670,3634.14,crypto
PAY104671,O104671,238.82,paypal
PAY104672,O104672,1041.69,cash
PAY104673,O104673,1662.82,cash
PAY104674,O104674,1210.2,card
PAY104675,O104675,1365.14,cash
PAY104676,O104676,3529.93,crypto
PAY104677,O104677,99.22,card
PAY104678,O104678,55.46,cash
PAY104679,O104679,1620.06,cash
PAY104680,O104680,2899.95,card
PAY104681,O104681,805.89,paypal
PAY104682,O104682,2477.39,card
PAY104683,O104683,1794.31,paypal
PAY104684,O104684,1163.79,crypto
PAY104685,O104685,3203.1,paypal
PAY104686,O104686,669.29,card
PAY104687,O104687,1546.39,crypto
PAY104688,O104688,3234.05,card
PAY104689,O104689,1378.15,card
PAY104690,O104690,2906.29,paypal
PAY104691,O104691,647.45,paypal
PAY104692,O104692,1503.97,paypal
PAY104693,O104693,1731.16,crypto
PAY104694,O104694,2941.12,paypal
PAY104695,O104695,2223.99,crypto
PAY104696,O104696,284.64,card
PAY104697,O104697,3493.89,card
PAY104698,O104698,2671.47,paypal
PAY104699,O104699,1414.53,cash
PAY104700,O104700,297.38,card
PAY104701,O104701,1610.55,cash
PAY104702,O104702,4015.08,cash
PAY104703,O104703,1145.98,cash
PAY104704,O104704,2081.42,paypal
PAY104705,O104705,914.07,crypto
PAY104706,O104706,68.52,card
PAY104707,O104707,745.37,cash
PAY104708,O104708,2437.07,crypto
PAY104709,O104709,2511.94,paypal
PAY104710,O104710,1345.68,card
PAY104711,O104711,2479.28,crypto
PAY104712,O104712,741.35,paypal
PAY104713,O104713,1756.01,card
PAY104714,O104714,1786.28,card
PAY104715,O104715,870.96,paypal
PAY104716,O104716,254.52,cash
PAY104717,O104717,2784.08,card
PAY104718,O104718,2171.09,card
PAY104719,O104719,1661.62,cash
PAY104720,O104720,1781.06,crypto
PAY104721,O104721,1519.5,card
PAY104722,O104722,475.14,crypto
PAY104723,O104723,1721.99,cash
PAY104724,O104724,1444.66,card
PAY104725,O104725,1234.71,cash
PAY104726,O104726,663.11,card
PAY104727,O104727,1878.04,card
PAY104728,O104728,1356.21,card
PAY104729,O104729,22.9,cash
PAY104730,O104730,1039.59,card
PAY104731,O104731,383.84,crypto
PAY104732,O104732,1586.64,paypal
PAY104733,O104733,1779.91,paypal
PAY104734,O104734,1324.95,paypal
PAY104735,O104735,2138.99,crypto
PAY104736,O104736,1079.71,card
PAY104737,O104737,1787.88,cash
PAY104738,O104738,1164.49,cash
PAY104739,O104739,630.05,card
PAY104740,O104740,1918.91,crypto
PAY104741,O104741,476.92,paypal
PAY104742,O104742,2471.91,crypto
PAY104743,O104743,1469.87,crypto
PAY104744,O104744,1010.6,cash
PAY104745,O104745,,card
PAY104746,O104746,2095.26,cash
PAY104747,O104747,670.69,paypal
PAY104748,O104748,2282.41,paypal
PAY104749,O104749,3393.25,cash
PAY104750,O104750,,card
PAY104751,O104751,1176.63,card
PAY104752,O104752,1391.77,crypto
PAY104753,O104753,873.21,crypto
PAY104754,O104754,2715.64,cash
PAY104755,O104755,598.9,paypal
PAY104756,O104756,1325.75,card
PAY104757,O104757,,cash
PAY104758,O104758,1870.89,cash
PAY104759,O104759,1087.17,paypal
PAY104760,O104760,69.15,crypto
PAY104761,O104761,349.55,paypal
PAY104762,O104762,222.18,crypto
PAY104763,O104763,1739.33,crypto
PAY104764,O104764,2642.22,card
PAY104765,O104765,1309.73,card
PAY104766,O104766,2849.18,crypto
PAY104767,O104767,105.57,crypto
PAY104768,O104768,884.07,card
PAY104769,O104769,,crypto
PAY104770,O104770,1301.82,crypto
PAY104771,O104771,2030.04,crypto
PAY104772,O104772,556.23,paypal
PAY104773,O104773,,cash
PAY104774,O104774,1865.57,crypto
PAY104775,O104775,324.47,card
PAY104776,O104776,663.59,crypto
PAY104777,O104777,1099.4,crypto
PAY104778,O104778,1562.32,card
PAY104779,O104779,2224.12,card
PAY104780,O104780,991.95,crypto
PAY104781,O104781,2260.29,cash
PAY104782,O104782,177.06,card
PAY104783,O104783,1512.52,card
PAY104784,O104784,384.46,paypal
PAY104785,O104785,2773.53,crypto
PAY104786,O104786,2089.41,paypal
PAY104787,O104787,2249.01,paypal
PAY104788,O104788,,cash
PAY104789,O104789,4114.81,crypto
PAY104790,O104790,469.8,crypto
PAY104791,O104791,360.1,paypal
PAY104792,O104792,1185.34,card
PAY104793,O104793,781.37,card
PAY104794,O104794,3142.32,crypto
PAY104795,O104795,1090.02,cash
PAY104796,O104796,2272.22,cash
PAY104797,O104797,2587.93,crypto
PAY104798,O104798,2491.14,card
PAY104799,O104799,401.13,cash
PAY104800,O104800,3234.63,crypto
PAY104801,O104801,2318.45,crypto
PAY104802,O104802,2136.89,card
PAY104803,O104803,1851.72,paypal
PAY104804,O104804,1300.14,card
PAY104805,O104805,2841.02,cash
PAY104806,O104806,1713.87,paypal
PAY104807,O104807,2065.9,card
PAY104808,O104808,3187.95,cash
PAY104809,O104809,2567.35,cash
PAY104810,O104810,892.14,paypal
PAY104811,O104811,878.12,card
PAY104812,O104812,1216.17,card
PAY104813,O104813,1534.43,cash
PAY104814,O104814,1626.93,crypto
PAY104815,O104815,489.62,crypto
PAY104816,O104816,436.47,paypal
PAY104817,O104817,353.16,card
PAY104818,O104818,848.35,crypto
PAY104819,O104819,1479.31,paypal
PAY104820,O104820,344.68,cash
PAY104821,O104821,2459.89,crypto
PAY104822,O104822,1831.0,card
PAY104823,O104823,,cash
PAY104824,O104824,876.24,card
PAY104825,O104825,2524.33,cash
PAY104826,O104826,2036.55,card
PAY104827,O104827,682.0,paypal
PAY104828,O104828,,card
PAY104829,O104829,1975.38,card
PAY104830,O104830,,cash
PAY104831,O104831,1744.14,card
PAY104832,O104832,1828.07,card
PAY104833,O104833,1729.68,card
PAY104834,O104834,,cash
PAY104835,O104835,385.76,crypto
PAY104836,O104836,1192.35,crypto
PAY104837,O104837,1970.6,crypto
PAY104838,O104838,2232.3,card
PAY104839,O104839,2084.19,paypal
PAY104840,O104840,1560.48,paypal
PAY104841,O104841,1838.83,cash
PAY104842,O104842,2381.34,crypto
PAY104843,O104843,281.35,card
PAY104844,O104844,1860.85,cash
PAY104845,O104845,1818.35,card
PAY104846,O104846,1150.87,cash
PAY104847,O104847,104.15,crypto
PAY104848,O104848,294.22,card
PAY104849,O104849,2303.11,crypto
PAY104850,O104850,1388.05,crypto
PAY104851,O104851,1421.54,card
PAY104852,O104852,,crypto
PAY104853,O104853,2685.63,cash
PAY104854,O104854,794.88,cash
PAY104855,O104855,508.36,cash
PAY104856,O104856,119.28,crypto
PAY104857,O104857,1518.01,card
PAY104858,O104858,3503.61,crypto
PAY104859,O104859,1423.23,crypto
PAY104860,O104860,3216.21,cash
PAY104861,O104861,1526.15,card
PAY104862,O104862,804.6,paypal
PAY104863,O104863,1241.41,paypal
PAY104864,O104864,,card
PAY104865,O104865,1536.88,card
PAY104866,O104866,711.43,cash
PAY104867,O104867,788.07,card
PAY104868,O104868,1810.69,card
PAY104869,O104869,2659.77,crypto
PAY104870,O104870,1054.59,crypto
PAY104871,O104871,1257.65,paypal
PAY104872,O104872,504.14,cash
PAY104873,O104873,3244.27,cash
PAY104874,O104874,704.44,card
PAY104875,O104875,1481.61,cash
PAY104876,O104876,1300.73,paypal
PAY104877,O104877,1983.59,crypto
PAY104878,O104878,1030.3,paypal
PAY104879,O104879,2159.24,paypal
PAY104880,O104880,1913.55,card
PAY104881,O104881,1056.16,crypto
PAY104882,O104882,1993.89,card
PAY104883,O104883,2751.18,paypal
PAY104884,O104884,1087.16,paypal
PAY104885,O104885,1559.41,cash
PAY104886,O104886,195.18,cash
PAY104887,O104887,,cash
PAY104888,O104888,,cash
PAY104889,O104889,255.42,paypal
PAY104890,O104890,591.93,cash
PAY104891,O104891,1410.21,crypto
PAY104892,O104892,2475.7,paypal
PAY104893,O104893,1229.66,paypal
PAY104894,O104894,1195.96,crypto
PAY104895,O104895,2039.28,card
PAY104896,O104896,2609.34,cash
PAY104897,O104897,27.48,paypal
PAY104898,O104898,1269.4,crypto
PAY104899,O104899,223.77,card
PAY104900,O104900,,card
PAY104901,O104901,340.38,crypto
PAY104902,O104902,146.56,paypal
PAY104903,O104903,2778.0,paypal
PAY104904,O104904,3588.07,cash
PAY104905,O104905,,cash
PAY104906,O104906,910.78,crypto
PAY104907,O104907,2525.16,crypto
PAY104908,O104908,2363.73,paypal
PAY104909,O104909,1726.12,paypal
PAY104910,O104910,1451.67,crypto
PAY104911,O104911,,crypto
PAY104912,O104912,1826.79,card
PAY104913,O104913,736.24,card
PAY104914,O104914,377.6,card
PAY104915,O104915,1056.63,card
PAY104916,O104916,891.64,card
PAY104917,O104917,1283.7,crypto
PAY104918,O104918,1216.68,cash
PAY104919,O104919,1197.94,crypto
PAY104920,O104920,615.21,card
PAY104921,O104921,1004.97,crypto
PAY104922,O104922,2931.8,paypal
PAY104923,O104923,3246.47,crypto
PAY104924,O104924,1791.19,crypto
PAY104925,O104925,134.13,cash
PAY104926,O104926,1395.13,card
PAY104927,O104927,752.0,card
PAY104928,O104928,1222.33,crypto
PAY104929,O104929,1271.97,crypto
PAY104930,O104930,3570.85,card
PAY104931,O104931,2093.89,paypal
PAY104932,O104932,1659.77,card
PAY104933,O104933,324.84,paypal
PAY104934,O104934,2229.15,crypto
PAY104935,O104935,979.78,crypto
PAY104936,O104936,2557.23,paypal
PAY104937,O104937,1408.15,card
PAY104938,O104938,1705.27,crypto
PAY104939,O104939,,card
PAY104940,O104940,3062.41,crypto
PAY104941,O104941,1582.1,cash
PAY104942,O104942,1254.33,cash
PAY104943,O104943,2027.21,cash
PAY104944,O104944,4109.4,paypal
PAY104945,O104945,2191.43,card
PAY104946,O104946,1378.29,cash
PAY104947,O104947,1086.07,paypal
PAY104948,O104948,3036.01,cash
PAY104949,O104949,521.57,crypto
PAY104950,O104950,728.05,cash
PAY104951,O104951,1514.06,card
PAY104952,O104952,1952.06,card
PAY104953,O104953,1603.08,paypal
PAY104954,O104954,411.87,card
PAY104955,O104955,3813.99,cash
PAY104956,O104956,2357.96,crypto
PAY104957,O104957,54.87,crypto
PAY104958,O104958,2886.6,paypal
PAY104959,O104959,618.46,crypto
PAY104960,O104960,457.1,paypal
PAY104961,O104961,872.36,paypal
PAY104962,O104962,1832.94,paypal
PAY104963,O104963,2260.3,card
PAY104964,O104964,2116.16,cash
PAY104965,O104965,464.16,card
PAY104966,O104966,1499.75,crypto
PAY104967,O104967,1841.98,card
PAY104968,O104968,1068.09,paypal
PAY104969,O104969,1474.86,card
PAY104970,O104970,1647.11,card
PAY104971,O104971,434.99,crypto
PAY104972,O104972,1893.16,cash
PAY104973,O104973,1248.83,paypal
PAY104974,O104974,1375.13,card
PAY104975,O104975,221.58,crypto
PAY104976,O104976,2988.52,crypto
PAY104977,O104977,1882.56,paypal
PAY104978,O104978,2905.14,crypto
PAY104979,O104979,,cash
PAY104980,O104980,1155.1,crypto
PAY104981,O104981,1981.11,card
PAY104982,O104982,410.46,cash
PAY104983,O104983,1954.47,cash
PAY104984,O104984,1250.2,crypto
PAY104985,O104985,401.14,paypal
PAY104986,O104986,3314.59,paypal
PAY104987,O104987,2663.54,paypal
PAY104988,O104988,1549.55,card
PAY104989,O104989,388.2,crypto
PAY104990,O104990,263.76,paypal
PAY104991,O104991,441.79,card
PAY104992,O104992,397.42,cash
PAY104993,O104993,692.49,paypal
PAY104994,O104994,703.14,cash
PAY104995,O104995,1003.88,paypal
PAY104996,O104996,4199.48,crypto
PAY104997,O104997,570.2,cash
PAY104998,O104998,1577.48,crypto
PAY104999,O104999,1042.6,card
PAY105000,O105000,1248.14,cash
PAY105001,O105001,3708.49,card
PAY105002,O105002,1895.38,paypal
PAY105003,O105003,2058.34,paypal
PAY105004,O105004,2024.88,paypal
PAY105005,O105005,514.16,card
PAY105006,O105006,1067.36,paypal
PAY105007,O105007,1834.68,crypto
PAY105008,O105008,328.99,card
PAY105009,O105009,1521.12,card
PAY105010,O105010,2941.45,cash
PAY105011,O105011,2741.24,paypal
PAY105012,O105012,481.83,cash
PAY105013,O105013,1642.13,card
PAY105014,O105014,,cash
PAY105015,O105015,954.37,crypto
PAY105016,O105016,959.78,paypal
PAY105017,O105017,286.94,card
PAY105018,O105018,,cash
PAY105019,O105019,1204.34,paypal
PAY105020,O105020,,crypto
PAY105021,O105021,2766.05,paypal
PAY105022,O105022,1327.25,cash
PAY105023,O105023,635.72,crypto
PAY105024,O105024,803.51,card
PAY105025,O105025,1022.13,crypto
PAY105026,O105026,2068.78,paypal
PAY105027,O105027,2323.04,card
PAY105028,O105028,1520.04,paypal
PAY105029,O105029,254.0,card
PAY105030,O105030,2116.71,crypto
PAY105031,O105031,2404.27,card
PAY105032,O105032,2485.9,paypal
PAY105033,O105033,2641.55,cash
PAY105034,O105034,433.42,cash
PAY105035,O105035,353.75,cash
PAY105036,O105036,800.1,card
PAY105037,O105037,,cash
PAY105038,O105038,448.68,cash
PAY105039,O105039,785.91,paypal
PAY105040,O105040,335.19,crypto
PAY105041,O105041,2091.5,card
PAY105042,O105042,2821.33,cash
PAY105043,O105043,962.8,paypal
PAY105044,O105044,483.18,card
PAY105045,O105045,1158.39,paypal
PAY105046,O105046,144.47,crypto
PAY105047,O105047,,cash
PAY105048,O105048,5611.26,card
PAY105049,O105049,2702.84,card
PAY105050,O105050,2675.58,cash
PAY105051,O105051,3380.36,paypal
PAY105052,O105052,1513.52,crypto
PAY105053,O105053,,card
PAY105054,O105054,954.63,card
PAY105055,O105055,2231.71,crypto
PAY105056,O105056,1060.82,card
PAY105057,O105057,1866.0,crypto
PAY105058,O105058,1234.56,cash
PAY105059,O105059,755.25,crypto
PAY105060,O105060,,crypto
PAY105061,O105061,191.76,paypal
PAY105062,O105062,228.24,crypto
PAY105063,O105063,,cash
PAY105064,O105064,,card
PAY105065,O105065,1747.66,paypal
PAY105066,O105066,2177.03,crypto
PAY105067,O105067,793.19,paypal
PAY105068,O105068,328.47,cash
PAY105069,O105069,310.4,cash
PAY105070,O105070,573.3,card
PAY105071,O105071,3798.98,cash
PAY105072,O105072,1107.06,cash
PAY105073,O105073,344.46,crypto
PAY105074,O105074,1062.85,cash
PAY105075,O105075,1365.78,cash
PAY105076,O105076,730.58,cash
PAY105077,O105077,686.48,card
PAY105078,O105078,1213.05,crypto
PAY105079,O105079,1465.03,crypto
PAY105080,O105080,1539.78,paypal
PAY105081,O105081,2041.33,cash
PAY105082,O105082,645.42,paypal
PAY105083,O105083,2268.44,paypal
PAY105084,O105084,2639.76,cash
PAY105085,O105085,667.33,crypto
PAY105086,O105086,1035.84,cash
PAY105087,O105087,338.85,paypal
PAY105088,O105088,2016.01,card
PAY105089,O105089,,paypal
PAY105090,O105090,2230.19,crypto
PAY105091,O105091,1413.81,card
PAY105092,O105092,3383.89,paypal
PAY105093,O105093,2599.45,cash
PAY105094,O105094,1371.03,crypto
PAY105095,O105095,802.64,card
PAY105096,O105096,1855.42,crypto
PAY105097,O105097,2172.6,paypal
PAY105098,O105098,2782.33,crypto
PAY105099,O105099,1254.15,card
PAY105100,O105100,2092.24,cash
PAY105101,O105101,346.85,card
PAY105102,O105102,1151.04,crypto
PAY105103,O105103,458.41,cash
PAY105104,O105104,3261.93,cash
PAY105105,O105105,761.26,crypto
PAY105106,O105106,343.74,card
PAY105107,O105107,935.37,cash
PAY105108,O105108,801.54,cash
PAY105109,O105109,677.01,crypto
PAY105110,O105110,2104.2,cash
PAY105111,O105111,2194.9,card
PAY105112,O105112,1313.09,cash
PAY105113,O105113,2097.61,paypal
PAY105114,O105114,524.88,cash
PAY105115,O105115,1463.73,paypal
PAY105116,O105116,974.1,card
PAY105117,O105117,1742.2,paypal
PAY105118,O105118,2239.21,cash
PAY105119,O105119,3265.68,cash
PAY105120,O105120,380.06,crypto
PAY105121,O105121,1835.53,crypto
PAY105122,O105122,2209.16,cash
PAY105123,O105123,1298.6,cash
PAY105124,O105124,796.12,cash
PAY105125,O105125,257.07,cash
PAY105126,O105126,1158.03,card
PAY105127,O105127,2083.73,cash
PAY105128,O105128,,paypal
PAY105129,O105129,,crypto
PAY105130,O105130,2505.35,paypal
PAY105131,O105131,2528.72,paypal
PAY105132,O105132,709.76,card
PAY105133,O105133,470.64,paypal
PAY105134,O105134,411.66,paypal
PAY105135,O105135,1531.66,paypal
PAY105136,O105136,779.83,crypto
PAY105137,O105137,2482.65,card
PAY105138,O105138,1805.58,paypal
PAY105139,O105139,508.47,paypal
PAY105140,O105140,54.32,card
PAY105141,O105141,298.44,cash
PAY105142,O105142,826.02,paypal
PAY105143,O105143,1415.2,crypto
PAY105144,O105144,1030.78,crypto
PAY105145,O105145,,cash
PAY105146,O105146,1359.65,paypal
PAY105147,O105147,2869.54,card
PAY105148,O105148,19.5,cash
PAY105149,O105149,29.34,crypto
PAY105150,O105150,2335.51,crypto
PAY105151,O105151,2219.68,card
PAY105152,O105152,866.82,cash
PAY105153,O105153,1970.29,card
PAY105154,O105154,628.14,cash
PAY105155,O105155,2082.32,cash
PAY105156,O105156,2192.04,cash
PAY105157,O105157,2735.78,paypal
PAY105158,O105158,500.98,crypto
PAY105159,O105159,567.07,crypto
PAY105160,O105160,1797.18,crypto
PAY105161,O105161,1647.88,cash
PAY105162,O105162,1189.59,cash
PAY105163,O105163,2012.52,paypal
PAY105164,O105164,1983.91,crypto
PAY105165,O105165,1479.04,crypto
PAY105166,O105166,3743.01,paypal
PAY105167,O105167,1274.76,crypto
PAY105168,O105168,2360.74,card
PAY105169,O105169,1053.96,card
PAY105170,O105170,1693.01,paypal
PAY105171,O105171,1033.54,crypto
PAY105172,O105172,2790.66,paypal
PAY105173,O105173,601.06,paypal
PAY105174,O105174,833.5,paypal
PAY105175,O105175,1602.1,crypto
PAY105176,O105176,299.94,paypal
PAY105177,O105177,1283.07,crypto
PAY105178,O105178,2135.3,card
PAY105179,O105179,1225.15,paypal
PAY105180,O105180,759.6,paypal
PAY105181,O105181,1078.17,crypto
PAY105182,O105182,2085.35,card
PAY105183,O105183,3020.64,crypto
PAY105184,O105184,2470.06,cash
PAY105185,O105185,952.44,crypto
PAY105186,O105186,385.21,card
PAY105187,O105187,614.02,card
PAY105188,O105188,955.57,paypal
PAY105189,O105189,2252.7,crypto
PAY105190,O105190,2689.63,crypto
PAY105191,O105191,193.36,cash
PAY105192,O105192,409.11,card
PAY105193,O105193,,crypto
PAY105194,O105194,2995.12,cash
PAY105195,O105195,2222.96,crypto
PAY105196,O105196,143.73,card
PAY105197,O105197,548.92,paypal
PAY105198,O105198,1168.73,crypto
PAY105199,O105199,2953.0,card
PAY105200,O105200,1141.26,card
PAY105201,O105201,,card
PAY105202,O105202,2029.53,cash
PAY105203,O105203,1264.38,cash
PAY105204,O105204,1935.36,paypal
