shipment_id,order_id,shipped_date,delivery_status
S104235,O104235,2025-04-15 11:16:20,delivered
S104236,O104236,2024-11-05 13:09:51,delayed
S104237,O104237,2025-02-23 17:10:17,delayed
S104238,O104238,2025-03-05 07:14:39,delayed
S104239,O104239,2026-01-20 10:14:44,delayed
S104240,O104240,2025-10-14 16:56:11,delivered
S104241,O104241,2024-12-14 19:15:45,delivered
S104242,O104242,2024-08-18 23:14:17,delivered
S104243,O104243,2025-05-24 02:26:57,in_transit
S104244,O104244,2026-01-09 06:30:58,delivered
S104245,O104245,2025-10-23 14:57:14,in_transit
S104246,O104246,2025-08-09 02:52:38,in_transit
S104247,O104247,2025-04-24 23:10:00,in_transit
S104248,O104248,2025-11-17 06:30:56,delayed
S104249,O104249,2024-06-05 16:15:19,in_transit
S104250,O104250,2025-08-27 04:49:00,delivered
S104251,O104251,2025-08-05 10:00:57,delivered
S104252,O104252,2026-05-05 06:37:44,delivered
S104253,O104253,2024-09-23 15:40:03,delivered
S104254,O104254,2024-08-01 23:03:54,delivered
S104255,O104255,2025-08-24 23:01:32,delivered
S104256,O104256,2024-09-01 21:24:43,in_transit
S104257,O104257,2025-10-26 11:56:15,delivered
S104258,O104258,2026-01-19 07:39:46,in_transit
S104259,O104259,2025-04-03 13:16:08,delayed
S104260,O104260,2026-02-17 18:22:19,delivered
S104261,O104261,2025-08-15 21:53:55,delayed
S104262,O104262,2024-10-09 18:25:21,delayed
S104263,O104263,2026-04-26 05:27:31,delayed
S104264,O104264,2024-08-18 23:17:50,delivered
S104265,O104265,2026-01-25 22:18:38,in_transit
S104266,O104266,2025-03-09 04:51:12,delayed
S104267,O104267,2024-08-11 21:10:00,delivered
S104268,O104268,2026-04-13 05:41:43,in_transit
S104269,O104269,2026-02-27 13:21:15,delayed
S104270,O104270,2025-05-03 12:47:57,delivered
S104271,O104271,2024-12-04 12:23:00,in_transit
S104272,O104272,2025-09-22 09:25:32,in_transit
S104273,O104273,2025-02-26 19:50:54,delivered
S104274,O104274,2025-05-07 08:00:41,delayed
S104275,O104275,2026-03-04 00:08:46,delivered
S104276,O104276,2024-10-29 07:00:57,delayed
S104277,O104277,2025-09-29 09:09:17,delivered
S104278,O104278,2025-09-10 07:01:15,in_transit
S104279,O104279,2026-05-07 23:17:34,in_transit
S104280,O104280,2025-09-27 06:12:39,in_transit
S104281,O104281,2025-05-18 10:34:18,in_transit
S104282,O104282,2024-08-18 15:35:33,in_transit
S104283,O104283,2024-06-12 11:13:43,delivered
S104284,O104284,2024-10-31 06:29:22,delivered
S104285,O104285,2024-07-18 10:16:29,delivered
S104286,O104286,2025-10-24 12:09:42,delayed
S104287,O104287,2025-06-02 09:41:27,delayed
S104288,O104288,2024-09-15 06:32:01,in_transit
S104289,O104289,2025-03-09 15:52:30,in_transit
S104290,O104290,2026-04-23 22:50:37,in_transit
S104291,O104291,2025-08-01 21:59:59,delayed
S104292,O104292,2025-05-14 13:29:07,delayed
S104293,O104293,2025-07-02 11:47:23,delivered
S104294,O104294,2025-07-21 08:02:33,delayed
S104295,O104295,2025-04-15 05:00:00,in_transit
S104296,O104296,2024-08-09 03:33:43,delivered
S104297,O104297,2024-12-23 14:19:49,delayed
S104298,O104298,2024-06-18 18:00:02,delivered
S104299,O104299,2024-06-11 13:32:43,delayed
S104300,O104300,2025-11-27 03:09:19,delayed
S104301,O104301,2024-08-20 21:27:26,delayed
S104302,O104302,2025-09-04 01:11:08,in_transit
S104303,O104303,2026-04-20 21:59:02,delayed
S104304,O104304,2025-07-28 05:23:18,in_transit
S104305,O104305,2025-10-04 11:15:26,delivered
S104306,O104306,2024-11-24 21:22:26,delayed
S104307,O104307,2025-03-29 19:20:17,in_transit
S104308,O104308,2026-03-27 03:39:01,in_transit
S104309,O104309,2024-10-30 03:05:07,delivered
S104310,O104310,2026-02-23 16:40:40,delivered
S104311,O104311,2024-10-27 09:49:15,delivered
S104312,O104312,2025-07-02 22:34:10,delayed
S104313,O104313,2024-08-04 14:14:47,delayed
S104314,O104314,2025-06-23 03:31:22,delivered
S104315,O104315,2024-12-02 11:53:00,delayed
S104316,O104316,2025-06-10 10:27:39,in_transit
S104317,O104317,2024-11-13 20:12:04,in_transit
S104318,O104318,2025-09-24 22:19:58,delayed
S104319,O104319,2026-02-04 19:04:35,delayed
S104320,O104320,2024-10-24 11:31:05,in_transit
S104321,O104321,2026-04-24 14:25:14,in_transit
S104322,O104322,2026-04-06 14:13:24,delayed
S104323,O104323,2026-03-09 16:01:35,delayed
S104324,O104324,2024-06-28 13:13:48,delivered
S104325,O104325,2026-05-01 02:36:23,delivered
S104326,O104326,2024-06-18 20:21:11,delayed
S104327,O104327,2026-03-08 01:13:50,in_transit
S104328,O104328,2026-04-21 02:57:09,delayed
S104329,O104329,2024-06-11 21:49:41,in_transit
S104330,O104330,2024-08-03 12:21:48,delayed
S104331,O104331,2026-05-14 11:23:34,delayed
S104332,O104332,2024-12-13 07:26:53,in_transit
S104333,O104333,2024-11-02 08:07:50,in_transit
S104334,O104334,2026-01-04 05:34:49,delayed
S104335,O104335,2024-11-29 06:33:11,in_transit
S104336,O104336,2024-09-11 22:48:08,in_transit
S104337,O104337,2025-11-24 17:09:54,delayed
S104338,O104338,2024-08-01 08:28:17,delivered
S104339,O104339,2025-01-19 19:09:22,delivered
S104340,O104340,2026-05-20 21:17:37,in_transit
S104341,O104341,2025-07-29 17:19:31,delayed
S104342,O104342,2025-05-04 06:36:58,in_transit
S104343,O104343,2025-12-16 00:51:48,delayed
S104344,O104344,2026-03-23 23:26:11,delivered
S104345,O104345,2025-12-03 03:14:30,delivered
S104346,O104346,2024-08-19 14:43:20,delivered
S104347,O104347,2025-07-08 04:03:37,in_transit
S104348,O104348,2026-02-13 01:29:01,delivered
S104349,O104349,2025-10-09 12:27:32,delivered
S104350,O104350,2024-07-21 11:01:06,in_transit
S104351,O104351,2024-08-12 07:06:39,delayed
S104352,O104352,2024-07-08 19:57:09,delivered
S104353,O104353,2025-07-04 14:44:45,delayed
S104354,O104354,2025-08-03 00:10:47,delayed
S104355,O104355,2026-04-11 13:50:12,in_transit
S104356,O104356,2025-01-25 13:16:30,delayed
S104357,O104357,2025-02-23 12:28:19,delayed
S104358,O104358,2024-10-11 16:52:17,in_transit
S104359,O104359,2024-06-23 20:14:23,delayed
S104360,O104360,2026-04-15 06:56:03,delivered
S104361,O104361,2026-02-27 04:20:07,in_transit
S104362,O104362,2025-07-11 22:08:55,in_transit
S104363,O104363,2024-11-21 06:20:56,in_transit
S104364,O104364,2024-09-04 05:02:32,delivered
S104365,O104365,2025-11-04 05:58:02,delayed
S104366,O104366,2026-05-06 14:08:03,delayed
S104367,O104367,2025-06-04 19:28:46,delayed
S104368,O104368,2025-04-02 01:18:52,delivered
S104369,O104369,2026-03-09 13:48:20,delayed
S104370,O104370,2024-09-16 01:14:38,delayed
S104371,O104371,2024-12-27 01:08:02,delivered
S104372,O104372,2025-09-22 07:17:24,delivered
S104373,O104373,2024-07-07 14:58:42,delayed
S104374,O104374,2025-05-14 21:06:05,delivered
S104375,O104375,2025-02-12 07:56:34,delivered
S104376,O104376,2025-01-18 12:08:32,delivered
S104377,O104377,2025-09-20 01:51:42,in_transit
S104378,O104378,2025-05-20 17:55:43,in_transit
S104379,O104379,2024-11-24 06:39:38,delayed
S104380,O104380,2025-09-29 05:54:26,delayed
S104381,O104381,2025-10-22 00:46:48,delivered
S104382,O104382,2026-02-12 12:48:23,delayed
S104383,O104383,2024-07-10 18:34:19,in_transit
S104384,O104384,2024-12-30 14:11:48,delayed
S104385,O104385,2026-01-27 19:28:53,delayed
S104386,O104386,2024-11-13 08:06:10,in_transit
S104387,O104387,2024-12-02 18:24:24,in_transit
S104388,O104388,2024-08-15 16:11:23,delivered
S104389,O104389,2026-03-08 11:09:54,delivered
S104390,O104390,2025-10-31 13:36:02,delivered
S104391,O104391,2025-11-19 19:54:19,delayed
S104392,O104392,2025-07-27 03:13:53,delayed
S104393,O104393,2024-10-19 01:11:53,delayed
S104394,O104394,2026-01-21 15:20:49,in_transit
S104395,O104395,2025-07-31 05:11:41,delayed
S104396,O104396,2026-05-07 23:02:31,in_transit
S104397,O104397,2025-09-24 08:57:31,delayed
S104398,O104398,2025-01-12 16:53:45,delayed
S104399,O104399,2026-01-16 03:15:22,in_transit
S104400,O104400,2025-04-22 04:22:51,in_transit
S104401,O104401,2025-12-30 09:22:39,in_transit
S104402,O104402,2024-12-14 22:59:24,delivered
S104403,O104403,2025-06-28 18:33:24,delivered
S104404,O104404,2026-01-05 04:58:38,delayed
S104405,O104405,2025-10-18 22:53:16,delayed
S104406,O104406,2025-08-14 00:29:37,delayed
S104407,O104407,2025-09-07 10:56:52,delivered
S104408,O104408,2025-05-17 17:01:50,delayed
S104409,O104409,2025-04-25 10:26:54,in_transit
S104410,O104410,2025-02-13 20:55:49,in_transit
S104411,O104411,2026-05-04 17:25:01,delivered
S104412,O104412,2025-12-03 08:53:53,in_transit
S104413,O104413,2025-12-03 23:55:53,in_transit
S104414,O104414,2025-04-19 16:28:09,delayed
S104415,O104415,2024-06-15 05:41:47,in_transit
S104416,O104416,2025-12-30 10:18:43,in_transit
S104417,O104417,2025-12-30 17:57:08,delivered
S104418,O104418,2025-09-20 22:56:17,in_transit
S104419,O104419,2025-03-24 21:03:57,in_transit
S104420,O104420,2025-08-27 08:44:47,delayed
S104421,O104421,2026-05-25 18:06:11,delayed
S104422,O104422,2025-08-08 11:49:15,delayed
S104423,O104423,2025-05-16 12:31:18,delivered
S104424,O104424,2025-12-17 12:41:13,delayed
S104425,O104425,2025-06-25 08:57:47,in_transit
S104426,O104426,2024-08-26 00:35:49,delivered
S104427,O104427,2025-06-09 02:33:44,in_transit
S104428,O104428,2025-11-11 13:52:10,in_transit
S104429,O104429,2024-08-05 17:18:11,delayed
S104430,O104430,2025-12-08 04:41:24,delivered
S104431,O104431,2026-02-01 04:22:34,delivered
S104432,O104432,2024-10-29 11:51:14,delayed
S104433,O104433,2025-07-24 10:16:07,delivered
S104434,O104434,2026-03-15 02:22:26,in_transit
S104435,O104435,2025-04-05 11:24:14,delivered
S104436,O104436,2024-08-13 08:04:46,in_transit
S104437,O104437,2024-11-15 14:07:08,delivered
S104438,O104438,2026-03-10 05:41:15,delivered
S104439,O104439,2025-04-23 10:33:08,delayed
S104440,O104440,2025-04-18 07:59:17,delayed
S104441,O104441,2025-03-16 15:04:18,delivered
S104442,O104442,2026-04-04 18:33:00,in_transit
S104443,O104443,2024-11-10 21:55:56,delayed
S104444,O104444,2025-04-03 16:07:20,delayed
S104445,O104445,2025-03-20 13:28:59,delayed
S104446,O104446,2024-07-02 00:09:10,delivered
S104447,O104447,2025-03-06 22:09:22,in_transit
S104448,O104448,2025-12-28 12:29:48,in_transit
S104449,O104449,2025-06-28 03:22:36,delivered
S104450,O104450,2026-02-12 10:43:14,in_transit
S104451,O104451,2025-06-29 09:42:24,delayed
S104452,O104452,2026-02-01 07:56:29,in_transit
S104453,O104453,2025-01-07 02:02:54,delayed
S104454,O104454,2025-04-03 10:39:50,delayed
S104455,O104455,2026-04-18 06:56:02,delivered
S104456,O104456,2025-11-20 00:05:51,delayed
S104457,O104457,2026-03-11 12:52:39,in_transit
S104458,O104458,2025-12-24 22:40:47,in_transit
S104459,O104459,2025-06-16 05:50:37,in_transit
S104460,O104460,2025-10-04 01:52:33,in_transit
S104461,O104461,2026-02-14 10:35:12,in_transit
S104462,O104462,2025-09-30 15:30:07,delayed
S104463,O104463,2026-02-11 17:48:37,delivered
S104464,O104464,2024-08-07 09:50:32,delivered
S104465,O104465,2024-07-03 06:59:04,in_transit
S104466,O104466,2025-06-22 07:11:19,delayed
S104467,O104467,2025-10-23 07:48:05,delivered
S104468,O104468,2026-04-08 13:45:48,in_transit
S104469,O104469,2024-08-03 10:22:11,delayed
S104470,O104470,2025-08-08 04:08:25,delivered
S104471,O104471,2025-03-13 16:31:11,delayed
S104472,O104472,2024-09-02 09:47:51,in_transit
S104473,O104473,2025-10-29 20:37:37,delayed
S104474,O104474,2024-10-15 10:28:35,delivered
S104475,O104475,2025-04-08 23:04:34,delivered
S104476,O104476,2024-12-14 03:21:54,delayed
S104477,O104477,2025-11-17 08:17:09,delivered
S104478,O104478,2025-04-15 19:20:24,delayed
S104479,O104479,2025-04-24 17:45:01,delayed
S104480,O104480,2025-10-24 11:03:06,in_transit
S104481,O104481,2026-01-25 05:13:41,in_transit
S104482,O104482,2024-08-10 04:54:26,delayed
S104483,O104483,2025-07-14 00:25:47,delivered
S104484,O104484,2025-02-03 02:40:41,in_transit
S104485,O104485,2026-03-03 16:52:31,delivered
S104486,O104486,2025-09-29 05:42:07,delayed
S104487,O104487,2025-04-24 13:55:48,delivered
S104488,O104488,2026-05-27 05:58:56,delivered
S104489,O104489,2025-07-11 06:29:58,delayed
S104490,O104490,2024-07-09 16:32:37,in_transit
S104491,O104491,2024-09-29 06:53:12,in_transit
S104492,O104492,2026-05-21 22:44:30,delivered
S104493,O104493,2024-10-16 03:17:18,delayed
S104494,O104494,2026-06-03 00:20:15,delayed
S104495,O104495,2026-05-17 12:44:51,in_transit
S104496,O104496,2025-03-29 03:15:24,delayed
S104497,O104497,2024-11-20 10:24:33,delayed
S104498,O104498,2025-04-07 03:20:22,delivered
S104499,O104499,2025-07-09 21:01:24,delivered
S104500,O104500,2025-09-07 19:26:20,in_transit
S104501,O104501,2025-02-22 05:06:16,in_transit
S104502,O104502,2025-01-28 02:24:35,delivered
S104503,O104503,2025-04-03 20:56:28,delayed
S104504,O104504,2025-06-21 02:25:36,delayed
S104505,O104505,2025-10-05 13:09:38,delivered
S104506,O104506,2024-07-12 18:15:42,delivered
S104507,O104507,2026-02-05 14:57:15,delivered
S104508,O104508,2025-10-18 11:28:10,delivered
S104509,O104509,2024-09-09 01:33:35,delayed
S104510,O104510,2024-11-15 18:49:05,delayed
S104511,O104511,2025-03-30 03:50:38,in_transit
S104512,O104512,2024-08-25 03:22:33,delivered
S104513,O104513,2025-03-06 22:24:05,in_transit
S104514,O104514,2025-12-16 12:35:16,delayed
S104515,O104515,2024-09-24 14:18:35,in_transit
S104516,O104516,2025-01-27 15:27:14,delayed
S104517,O104517,2025-02-27 14:29:53,delayed
S104518,O104518,2024-07-09 01:52:59,in_transit
S104519,O104519,2025-10-20 07:51:10,in_transit
S104520,O104520,2025-08-22 17:36:44,delivered
S104521,O104521,2025-10-26 11:49:20,delayed
S104522,O104522,2025-11-23 08:55:44,delivered
S104523,O104523,2024-09-24 21:20:19,delivered
S104524,O104524,2025-01-31 11:54:41,delayed
S104525,O104525,2025-02-17 04:14:08,in_transit
S104526,O104526,2025-03-28 08:52:48,delivered
S104527,O104527,2024-06-14 11:57:46,delivered
S104528,O104528,2026-03-15 19:18:52,delayed
S104529,O104529,2025-08-30 23:05:18,in_transit
S104530,O104530,2024-08-12 04:17:34,in_transit
S104531,O104531,2024-09-07 23:50:23,delivered
S104532,O104532,2025-02-12 21:01:17,delayed
S104533,O104533,2025-02-14 22:10:48,delivered
S104534,O104534,2024-08-17 17:24:27,in_transit
S104535,O104535,2024-08-27 22:33:34,delivered
S104536,O104536,2026-03-04 04:23:31,delayed
S104537,O104537,2025-10-22 12:22:25,delivered
S104538,O104538,2024-10-24 12:59:27,in_transit
S104539,O104539,2024-06-12 11:06:12,delayed
S104540,O104540,2026-05-23 04:39:29,delayed
S104541,O104541,2025-02-23 23:30:16,delayed
S104542,O104542,2026-03-27 14:09:41,delayed
S104543,O104543,2024-08-06 10:16:20,delayed
S104544,O104544,2026-05-12 21:02:28,delivered
S104545,O104545,2025-04-23 05:14:58,delayed
S104546,O104546,2025-10-26 05:19:03,in_transit
S104547,O104547,2025-03-11 06:56:18,delayed
S104548,O104548,2026-03-21 18:34:05,in_transit
S104549,O104549,2024-10-01 16:39:34,in_transit
S104550,O104550,2025-03-20 16:23:50,in_transit
S104551,O104551,2024-11-21 09:34:47,in_transit
S104552,O104552,2025-11-20 09:35:07,in_transit
S104553,O104553,2025-09-12 02:16:02,delivered
S104554,O104554,2024-11-06 12:46:21,in_transit
S104555,O104555,2024-06-13 08:20:45,in_transit
S104556,O104556,2026-03-07 02:34:10,in_transit
S104557,O104557,2024-10-27 03:34:56,delivered
S104558,O104558,2025-02-23 23:19:47,delayed
S104559,O104559,2025-06-29 05:44:36,in_transit
S104560,O104560,2025-04-27 19:19:33,delivered
S104561,O104561,2024-12-21 14:16:29,delivered
S104562,O104562,2026-01-23 13:01:31,delivered
S104563,O104563,2025-10-21 20:13:35,delayed
S104564,O104564,2025-10-25 10:59:44,delivered
S104565,O104565,2025-05-25 20:26:05,in_transit
S104566,O104566,2026-01-06 03:23:04,in_transit
S104567,O104567,2026-03-11 06:05:35,in_transit
S104568,O104568,2024-06-28 20:20:33,delayed
S104569,O104569,2025-05-17 23:24:15,delivered
S104570,O104570,2024-09-11 23:52:19,in_transit
S104571,O104571,2025-01-24 20:08:04,in_transit
S104572,O104572,2026-01-19 06:40:12,in_transit
S104573,O104573,2025-10-26 11:29:52,delayed
S104574,O104574,2025-07-22 19:59:25,in_transit
S104575,O104575,2025-04-03 23:40:39,delivered
S104576,O104576,2025-01-01 07:04:10,delivered
S104577,O104577,2026-04-18 18:56:36,delayed
S104578,O104578,2026-06-04 01:07:03,delayed
S104579,O104579,2026-05-03 10:14:17,delayed
S104580,O104580,2025-05-09 06:30:00,delivered
S104581,O104581,2025-03-05 18:43:08,delayed
S104582,O104582,2025-08-04 00:30:45,delayed
S104583,O104583,2024-09-23 19:56:09,delivered
S104584,O104584,2025-04-19 06:59:57,in_transit
S104585,O104585,2024-06-28 14:27:07,delayed
S104586,O104586,2025-01-28 15:31:05,in_transit
S104587,O104587,2025-07-06 10:07:17,in_transit
S104588,O104588,2025-03-17 20:35:13,in_transit
S104589,O104589,2025-06-04 10:35:39,in_transit
S104590,O104590,2025-06-28 20:22:45,delayed
S104591,O104591,2024-07-03 15:03:34,delayed
S104592,O104592,2026-05-09 10:30:21,delayed
S104593,O104593,2026-01-13 13:09:15,delivered
S104594,O104594,2025-10-20 18:29:33,delivered
S104595,O104595,2025-12-09 12:42:28,in_transit
S104596,O104596,2024-10-13 01:28:41,delivered
S104597,O104597,2025-02-03 14:45:51,in_transit
S104598,O104598,2026-02-17 18:28:36,in_transit
S104599,O104599,2025-03-11 00:46:38,delayed
S104600,O104600,2024-12-27 17:10:46,delayed
S104601,O104601,2025-01-28 03:11:40,delivered
S104602,O104602,2026-01-21 15:36:31,delayed
S104603,O104603,2025-11-14 07:30:00,delivered
S104604,O104604,2026-04-11 19:28:05,delayed
S104605,O104605,2026-01-06 10:11:05,delayed
S104606,O104606,2024-11-03 23:25:55,delivered
S104607,O104607,2025-06-03 15:31:44,in_transit
S104608,O104608,2025-10-04 20:40:15,delivered
S104609,O104609,2025-03-22 22:35:59,delayed
S104610,O104610,2024-06-08 15:21:23,in_transit
S104611,O104611,2026-04-15 07:14:26,delayed
S104612,O104612,2026-04-23 06:17:00,delayed
S104613,O104613,2025-12-05 02:09:45,delayed
S104614,O104614,2025-08-25 10:42:04,in_transit
S104615,O104615,2026-01-04 09:17:33,delayed
S104616,O104616,2026-02-20 19:29:01,delivered
S104617,O104617,2026-04-04 11:25:00,delivered
S104618,O104618,2024-12-10 04:44:49,delivered
S104619,O104619,2025-03-01 08:12:58,in_transit
S104620,O104620,2025-02-26 02:54:34,delivered
S104621,O104621,2025-02-07 01:56:14,delayed
S104622,O104622,2025-04-07 19:26:22,in_transit
S104623,O104623,2025-03-28 03:39:38,delayed
S104624,O104624,2025-10-04 20:19:15,delayed
S104625,O104625,2026-01-06 08:47:27,delayed
S104626,O104626,2025-07-13 18:59:02,delivered
S104627,O104627,2026-03-27 12:29:33,delivered
S104628,O104628,2025-12-29 02:06:33,in_transit
S104629,O104629,2026-05-01 05:40:38,in_transit
S104630,O104630,2026-02-13 20:03:23,delivered
S104631,O104631,2025-11-25 17:20:24,delivered
S104632,O104632,2026-05-06 19:01:49,delayed
S104633,O104633,2025-01-02 06:03:18,delivered
S104634,O104634,2025-11-21 17:14:51,delayed
S104635,O104635,2025-03-19 05:53:45,delivered
S104636,O104636,2025-08-17 15:30:19,delayed
S104637,O104637,2024-07-07 07:32:22,delivered
S104638,O104638,2025-05-28 06:55:40,delivered
S104639,O104639,2026-05-21 17:29:56,in_transit
S104640,O104640,2024-07-26 16:06:16,in_transit
S104641,O104641,2025-09-30 10:50:51,delayed
S104642,O104642,2024-09-13 17:09:50,in_transit
S104643,O104643,2024-07-27 15:58:38,in_transit
S104644,O104644,2025-06-27 11:04:34,delivered
S104645,O104645,2025-02-28 11:39:54,delayed
S104646,O104646,2024-09-22 20:16:19,in_transit
S104647,O104647,2026-03-26 07:01:24,in_transit
S104648,O104648,2025-08-25 10:41:48,delivered
S104649,O104649,2025-11-10 20:33:46,delivered
S104650,O104650,2025-01-13 06:27:34,delivered
S104651,O104651,2024-11-04 10:06:46,delayed
S104652,O104652,2024-11-22 19:58:57,delivered
S104653,O104653,2025-05-28 04:14:56,delayed
S104654,O104654,2025-05-24 22:27:44,delivered
S104655,O104655,2024-12-04 05:44:08,in_transit
S104656,O104656,2026-04-21 21:08:56,delayed
S104657,O104657,2026-05-17 02:08:24,delivered
S104658,O104658,2026-01-26 04:55:02,delivered
S104659,O104659,2025-10-28 19:00:53,in_transit
S104660,O104660,2026-05-03 18:39:49,in_transit
S104661,O104661,2025-05-07 02:24:43,in_transit
S104662,O104662,2024-11-17 22:48:25,delivered
S104663,O104663,2026-01-04 14:08:43,in_transit
S104664,O104664,2026-02-16 06:56:27,in_transit
S104665,O104665,2025-02-19 16:34:29,delayed
S104666,O104666,2025-08-09 14:59:25,delayed
S104667,O104667,2025-09-10 00:50:33,delayed
S104668,O104668,2024-11-19 19:14:32,delivered
S104669,O104669,2025-09-11 02:01:52,delayed
S104670,O104670,2024-09-18 20:01:41,delivered
S104671,O104671,2024-10-19 15:16:46,in_transit
S104672,O104672,2024-08-02 15:09:17,delivered
S104673,O104673,2026-03-20 04:56:50,delivered
S104674,O104674,2025-03-30 00:12:16,in_transit
S104675,O104675,2024-07-27 05:23:44,delayed
S104676,O104676,2025-08-10 04:53:32,delayed
S104677,O104677,2024-10-13 12:48:05,delayed
S104678,O104678,2025-12-22 00:26:57,in_transit
S104679,O104679,2026-04-28 11:31:32,delivered
S104680,O104680,2024-08-15 14:24:50,in_transit
S104681,O104681,2025-12-31 04:31:36,in_transit
S104682,O104682,2026-05-04 18:32:10,in_transit
S104683,O104683,2025-07-29 05:52:01,in_transit
S104684,O104684,2025-07-01 18:33:47,delivered
S104685,O104685,2026-05-23 12:14:17,delayed
S104686,O104686,2024-09-09 16:16:39,delayed
S104687,O104687,2025-01-15 16:35:52,in_transit
S104688,O104688,2024-07-21 21:53:41,delivered
S104689,O104689,2025-11-15 02:18:10,in_transit
S104690,O104690,2024-06-25 23:10:20,delivered
S104691,O104691,2025-07-31 05:20:47,in_transit
S104692,O104692,2025-04-26 07:31:30,delayed
S104693,O104693,2024-08-30 18:36:16,delayed
S104694,O104694,2025-05-21 09:14:42,in_transit
S104695,O104695,2025-12-10 14:06:39,delayed
S104696,O104696,2025-04-22 14:47:27,in_transit
S104697,O104697,2024-08-13 21:50:09,delivered
S104698,O104698,2026-04-29 07:38:00,delivered
S104699,O104699,2024-08-20 06:56:26,delivered
S104700,O104700,2025-01-30 08:48:55,delivered
S104701,O104701,2025-04-30 16:06:38,in_transit
S104702,O104702,2026-05-03 08:57:11,delayed
S104703,O104703,2024-09-24 01:12:31,delivered
S104704,O104704,2026-01-07 00:00:28,delayed
S104705,O104705,2025-09-13 08:38:14,in_transit
S104706,O104706,2025-11-03 03:40:22,delayed
S104707,O104707,2024-08-23 08:31:31,delayed
S104708,O104708,2024-09-18 02:25:32,delayed
S104709,O104709,2025-05-26 01:06:37,in_transit
S104710,O104710,2025-08-18 10:54:12,in_transit
S104711,O104711,2024-06-13 11:20:40,in_transit
S104712,O104712,2026-02-01 22:16:58,delayed
S104713,O104713,2026-04-26 19:36:25,delivered
S104714,O104714,2025-10-24 06:59:21,delivered
S104715,O104715,2025-11-19 16:44:10,delayed
S104716,O104716,2025-12-06 16:38:58,delivered
S104717,O104717,2024-07-15 08:51:23,delivered
S104718,O104718,2025-02-26 15:49:00,delayed
S104719,O104719,2026-03-25 22:05:30,in_transit
S104720,O104720,2025-09-06 19:40:01,delivered
S104721,O104721,2025-12-20 06:27:47,in_transit
S104722,O104722,2025-08-30 19:20:11,delivered
S104723,O104723,2024-11-11 10:07:11,delayed
S104724,O104724,2025-06-10 03:26:23,delayed
S104725,O104725,2025-11-20 14:54:41,in_transit
S104726,O104726,2025-02-16 00:13:03,in_transit
S104727,O104727,2026-03-15 02:32:01,in_transit
S104728,O104728,2026-01-16 04:00:57,in_transit
S104729,O104729,2026-03-12 10:07:52,delayed
S104730,O104730,2026-03-21 10:40:51,delayed
S104731,O104731,2025-04-05 03:25:36,delayed
S104732,O104732,2025-12-12 14:52:49,in_transit
S104733,O104733,2026-01-23 10:18:19,delayed
S104734,O104734,2024-09-30 10:59:30,delayed
S104735,O104735,2024-12-27 04:16:14,delivered
S104736,O104736,2025-01-02 00:08:36,delivered
S104737,O104737,2024-12-26 20:28:32,delivered
S104738,O104738,2025-11-23 14:38:14,in_transit
S104739,O104739,2025-06-20 21:45:44,in_transit
S104740,O104740,2024-10-02 01:40:33,delayed
S104741,O104741,2025-02-04 12:26:23,delayed
S104742,O104742,2025-02-03 03:07:22,in_transit
S104743,O104743,2024-06-30 12:58:16,delivered
S104744,O104744,2024-09-13 10:27:44,delayed
S104745,O104745,2025-08-26 13:21:47,delivered
S104746,O104746,2025-06-05 18:41:40,delayed
S104747,O104747,2025-07-13 09:36:25,delivered
S104748,O104748,2025-03-20 22:59:15,delayed
S104749,O104749,2025-02-06 13:01:18,delivered
S104750,O104750,2025-08-03 10:18:57,delivered
S104751,O104751,2024-12-11 13:18:54,in_transit
S104752,O104752,2025-02-26 03:33:22,delayed
S104753,O104753,2026-04-17 17:37:40,delivered
S104754,O104754,2025-09-02 18:33:45,in_transit
S104755,O104755,2025-05-11 17:48:47,delayed
S104756,O104756,2024-10-22 12:23:46,in_transit
S104757,O104757,2024-06-21 19:06:37,delivered
S104758,O104758,2026-03-15 22:46:17,delayed
S104759,O104759,2025-10-14 07:49:18,delivered
S104760,O104760,2025-01-22 08:32:21,delivered
S104761,O104761,2024-11-29 08:31:51,in_transit
S104762,O104762,2026-04-10 22:04:08,delivered
S104763,O104763,2025-09-25 18:06:08,delayed
S104764,O104764,2024-12-31 10:20:03,in_transit
S104765,O104765,2025-03-11 01:31:13,delivered
S104766,O104766,2026-03-06 21:31:16,delivered
S104767,O104767,2026-05-02 17:30:12,delivered
S104768,O104768,2025-08-15 02:56:50,in_transit
S104769,O104769,2025-09-16 21:24:57,delayed
S104770,O104770,2025-09-08 17:33:02,in_transit
S104771,O104771,2025-08-02 03:50:31,delivered
S104772,O104772,2025-02-01 22:59:47,in_transit
S104773,O104773,2025-03-16 17:24:43,delivered
S104774,O104774,2025-12-28 14:28:28,in_transit
S104775,O104775,2025-06-17 20:11:41,delivered
S104776,O104776,2024-09-04 22:57:24,in_transit
S104777,O104777,2025-04-19 00:22:24,delivered
S104778,O104778,2024-12-26 19:54:07,delivered
S104779,O104779,2025-04-05 22:53:12,in_transit
S104780,O104780,2025-12-25 18:03:09,in_transit
S104781,O104781,2025-08-01 13:01:49,delivered
S104782,O104782,2025-07-30 22:35:46,delayed
S104783,O104783,2025-10-02 08:58:11,delivered
S104784,O104784,2026-05-04 06:34:38,delivered
S104785,O104785,2026-02-19 05:53:05,delayed
